City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Rorvik,NO,64.8621,11.2373,60.78,66,0,14.97,clear sky
347,Talcahuano,CL,-36.7167,-73.1167,56.88,100,90,9.22,overcast clouds
348,Mayo,US,38.8876,-76.5119,81.21,68,1,8.01,clear sky
349,Soto La Marina,MX,23.7667,-98.2167,83.77,55,0,9.26,clear sky
350,Linjiang,CN,41.8069,126.9078,48.79,84,98,2.17,overcast clouds
351,Bonthe,SL,7.5264,-12.505,87.13,65,34,11.81,scattered clouds
352,Petropavlovka,RU,50.6114,105.3196,50.54,48,42,4.88,scattered clouds
353,Mahibadhoo,MV,3.7833,72.9667,83.26,76,100,20.24,overcast clouds
354,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,36.19,93,63,5.48,broken clouds
355,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,70.92,43,84,5.46,broken clouds
356,Maturin,VE,9.75,-63.1767,77.7,86,100,3.44,overcast clouds
357,Usinsk,RU,65.9939,57.5281,44.98,36,94,5.99,overcast clouds
358,Khandyga,RU,62.6667,135.6,48.36,61,100,0.6,overcast clouds
359,Hidalgotitlan,MX,17.7833,-94.6333,82.42,55,53,7.45,broken clouds
360,Flin Flon,CA,54.7682,-101.865,44.44,49,20,11.05,few clouds
361,Lata,PT,40.1629,-8.3327,85.71,48,100,8.81,overcast clouds
362,Codrington,AU,-38.2667,141.9667,53.24,75,99,14.74,overcast clouds
363,Loharu,IN,28.45,75.8167,101.19,10,34,5.79,scattered clouds
364,Makat,KZ,47.6469,53.3463,94.3,16,93,18.84,overcast clouds
365,Chicama,PE,-7.8447,-79.1469,63.14,77,52,6.62,broken clouds
366,Tuatapere,NZ,-46.1333,167.6833,49.82,96,100,3.47,light rain
367,Stony Plain,CA,53.5334,-114.0021,55.78,73,1,4.0,clear sky
368,Yumen,CN,40.2833,97.2,73.81,13,100,12.15,overcast clouds
369,Kungurtug,RU,50.5994,97.5228,49.55,88,90,0.96,overcast clouds
370,Sorland,NO,67.667,12.6934,46.26,61,20,4.61,few clouds
371,Erenhot,CN,43.6475,111.9767,52.79,39,2,15.12,clear sky
372,Verkhniye Kigi,RU,55.4083,58.6044,59.54,60,6,4.72,clear sky
373,Husavik,IS,66.0449,-17.3389,66.11,42,10,7.09,clear sky
374,Pozhva,RU,59.0912,56.0847,52.9,55,12,2.53,few clouds
375,Qui Nhon,VN,13.7667,109.2333,81.43,89,9,12.46,clear sky
376,Manthani,IN,18.65,79.6667,95.72,29,100,12.46,light rain
377,Maceio,BR,-9.6658,-35.7353,85.44,61,75,12.73,broken clouds
378,Ust-Ordynskiy,RU,52.805,104.7508,55.24,57,33,4.56,scattered clouds
379,Okato,NZ,-39.2,173.8833,44.69,75,100,7.83,overcast clouds
380,Coquimbo,CL,-29.9533,-71.3436,51.53,87,0,4.14,clear sky
381,Alofi,NU,-19.0595,-169.9187,73.29,100,39,1.14,light rain
382,Liwale,TZ,-9.7667,37.9333,71.55,61,20,4.99,few clouds
383,Hamilton,US,39.1834,-84.5333,75.6,86,40,1.01,scattered clouds
384,Saint Anthony,US,45.0205,-93.218,46.92,91,90,3.0,moderate rain
385,Santiago,CL,-33.4569,-70.6483,60.21,38,0,0.0,clear sky
386,Sabzevar,IR,36.2126,57.6819,81.68,28,75,18.41,broken clouds
387,Bang Rakam,TH,16.7585,100.1174,88.97,41,51,1.7,moderate rain
388,Manakara,MG,-22.1333,48.0167,70.16,79,0,4.47,clear sky
389,Skibbereen,IE,51.55,-9.2667,53.4,98,100,10.71,moderate rain
390,Maningrida,AU,-12.0667,134.2667,72.23,79,22,11.14,few clouds
391,Avera,US,33.194,-82.5271,87.69,48,8,5.46,clear sky
392,Mabaruma,GY,8.2,-59.7833,76.35,94,100,3.04,overcast clouds
393,Havre-Saint-Pierre,CA,50.2334,-63.5986,48.56,76,75,18.41,broken clouds
394,Gerash,IR,27.6652,54.1371,100.54,7,0,9.17,clear sky
395,Zyryanka,RU,65.75,150.85,50.79,52,39,9.55,scattered clouds
396,Victoria Point,AU,-27.5833,153.3,59.92,86,59,8.32,broken clouds
397,Donnacona,CA,46.6804,-71.7239,50.4,54,0,13.35,clear sky
398,Zhongxing,CN,33.7039,118.6792,73.96,69,64,17.65,light rain
399,Lavrentiya,RU,65.5833,-171.0,30.7,78,54,8.79,broken clouds
400,Carballo,ES,43.213,-8.691,78.58,66,100,4.03,overcast clouds
401,Ponca City,US,36.707,-97.0856,75.9,84,75,5.75,broken clouds
402,Aguimes,ES,27.9054,-15.4461,70.43,53,20,32.21,few clouds
403,Boende,CD,-0.2167,20.8667,90.5,44,57,1.68,broken clouds
404,Qaqortoq,GL,60.7167,-46.0333,54.1,53,0,5.7,clear sky
405,La Ronge,CA,55.1001,-105.2842,44.85,57,90,10.36,overcast clouds
406,Gornyye Klyuchi,RU,45.25,133.5,48.51,84,100,4.43,overcast clouds
407,Kysyl-Syr,RU,63.8986,122.7617,49.05,78,39,1.48,scattered clouds
408,Ust-Tsilma,RU,65.441,52.1498,49.26,30,100,6.26,overcast clouds
409,Abalak,RU,58.1286,68.5944,44.38,70,100,8.7,overcast clouds
410,Vilyuysk,RU,63.7553,121.6247,49.68,79,99,5.23,overcast clouds
411,Soyo,AO,-6.1349,12.3689,84.25,72,100,11.14,overcast clouds
412,West Odessa,US,31.8424,-102.4988,78.84,74,40,16.53,scattered clouds
413,Nyimba,ZM,-14.5566,30.8149,74.88,36,0,0.2,clear sky
414,Hofn,IS,64.2539,-15.2082,43.72,71,16,10.98,few clouds
415,Magistralnyy,RU,56.1725,107.4458,35.55,56,3,3.49,clear sky
416,Gualaquiza,EC,-3.4,-78.55,72.32,68,74,1.41,broken clouds
417,Monywa,MM,22.1167,95.1333,95.4,30,95,6.78,overcast clouds
418,Kupang,ID,-10.1667,123.5833,79.03,69,18,18.16,few clouds
419,Almaty,KZ,43.25,76.95,73.31,43,75,6.85,broken clouds
420,Ponta Do Sol,PT,32.6667,-17.1,74.03,67,59,2.39,broken clouds
421,Lensk,RU,60.7253,114.9278,49.55,83,79,3.56,broken clouds
422,Dok Kham Tai,TH,19.1624,99.9934,80.38,77,70,3.58,broken clouds
423,Tsumeb,NA,-19.2333,17.7167,78.35,18,0,7.78,clear sky
424,Manuk Mangkaw,PH,4.8,119.85,84.52,68,47,5.79,scattered clouds
425,Buin,CL,-33.7333,-70.75,62.06,25,0,1.99,clear sky
426,Lazaro Cardenas,MX,17.9583,-102.2,85.3,49,100,1.41,overcast clouds
427,Ippy,CF,6.2679,21.2247,70.3,95,100,2.44,overcast clouds
428,Yerbogachen,RU,61.2767,108.0108,46.72,83,92,1.72,overcast clouds
429,Mehamn,NO,71.0357,27.8492,42.71,89,100,30.89,light rain
430,Duncan,US,34.5023,-97.9578,79.05,79,90,14.97,overcast clouds
431,Gao,ML,16.6362,1.637,108.66,7,66,13.4,broken clouds
432,Marsh Harbour,BS,26.5412,-77.0636,77.11,71,19,5.77,few clouds
433,Noumea,NC,-22.2763,166.4572,70.0,99,61,3.36,broken clouds
434,Porto Novo,BJ,6.4965,2.6036,89.42,61,68,12.59,broken clouds
435,Kota Belud,MY,6.351,116.4305,80.46,91,96,4.99,overcast clouds
436,Muyezerskiy,RU,63.9333,31.65,44.37,92,98,2.44,overcast clouds
437,Chabahar,IR,25.2919,60.643,88.72,63,0,9.89,clear sky
438,Lugovoy,KZ,42.9472,72.7644,67.17,58,100,12.08,overcast clouds
439,Cap Malheureux,MU,-19.9842,57.6142,77.49,73,10,4.0,light rain
440,Wadi Maliz,TN,36.4681,8.5495,78.46,37,65,9.95,broken clouds
441,Venado Tuerto,AR,-33.7456,-61.9688,67.77,53,0,10.36,clear sky
442,Beloha,MG,-25.1667,45.05,69.22,69,4,7.83,clear sky
443,Barcelos,PT,41.5388,-8.6151,84.29,49,97,8.79,overcast clouds
444,Uige,AO,-7.6087,15.0613,89.62,29,20,6.91,few clouds
445,Espanola,US,35.9911,-106.0806,73.63,20,43,2.3,scattered clouds
446,Benguela,AO,-12.5763,13.4055,83.88,53,0,7.61,clear sky
447,Coahuayana,MX,18.7333,-103.6833,90.88,52,100,0.74,overcast clouds
448,Sabang,ID,5.8933,95.3214,85.21,72,100,15.75,overcast clouds
449,Sochi,RU,43.6,39.7303,68.09,91,6,6.11,clear sky
450,Hvide Sande,DK,56.0045,8.1294,62.1,72,20,16.31,few clouds
451,Puerto Madryn,AR,-42.7692,-65.0385,57.67,60,96,23.94,light rain
452,Ashland,US,40.8167,-82.2665,65.75,74,55,6.64,broken clouds
453,Bom Jesus Do Galho,BR,-19.8289,-42.3161,76.59,70,90,3.0,overcast clouds
454,Kangalassy,RU,62.3464,129.9628,46.33,84,60,3.06,broken clouds
455,Novyy Urengoy,RU,66.0833,76.6333,37.45,44,94,15.82,overcast clouds
456,Rio Grande,BR,-32.035,-52.0986,68.95,60,0,10.22,clear sky
457,Traverse City,US,44.7631,-85.6206,50.05,66,75,10.36,broken clouds
458,Humaita,BR,-7.5061,-63.0208,91.74,43,1,3.31,clear sky
459,Daru,PG,-9.0763,143.2092,77.43,81,100,14.9,overcast clouds
460,Toro,CO,4.6117,-76.0814,74.08,80,84,0.98,broken clouds
461,Majene,ID,-3.5403,118.9707,80.01,87,47,10.58,scattered clouds
462,Mlonggo,ID,-6.5333,110.7,80.8,84,57,9.15,broken clouds
463,Loudeac,FR,48.1783,-2.7543,64.02,65,99,3.4,overcast clouds
464,San Patricio,US,28.017,-97.5169,83.07,75,30,15.52,scattered clouds
465,Ukiah,US,39.1502,-123.2078,66.04,79,1,0.0,clear sky
466,Pangai,TO,-19.8,-174.35,77.09,68,76,11.41,broken clouds
467,Basco,PH,20.4487,121.9702,85.03,70,32,9.06,scattered clouds
468,Williams Lake,CA,52.1415,-122.1445,53.17,56,90,11.5,overcast clouds
469,Yeovil,GB,50.9416,-2.6321,68.27,34,20,6.91,few clouds
470,Bonavista,CA,48.6499,-53.1147,57.2,93,100,16.89,overcast clouds
471,Port Blair,IN,11.6667,92.75,82.6,83,100,8.55,overcast clouds
472,Saint-Louis,SN,16.3333,-15.0,105.87,9,7,6.15,clear sky
473,Nishihara,JP,26.1842,127.7558,82.06,88,75,5.68,broken clouds
474,Evensk,RU,61.95,159.2333,37.89,79,98,14.65,overcast clouds
475,Eston,CA,51.1501,-108.7514,48.09,63,20,23.29,few clouds
476,Aurillac,FR,44.9167,2.45,70.77,40,0,4.61,clear sky
477,Xichang,CN,27.8964,102.2634,67.3,68,98,0.81,overcast clouds
478,Talara,PE,-4.5772,-81.2719,70.56,83,90,12.66,overcast clouds
479,Bartica,GY,6.4,-58.6167,77.32,78,100,3.44,light rain
480,Bella Vista,US,36.4295,-94.2316,77.99,82,20,1.01,few clouds
481,Henties Bay,NA,-22.116,14.2845,66.85,62,3,10.74,clear sky
482,Petatlan,MX,17.5167,-101.2667,78.6,48,100,2.98,overcast clouds
483,Gilbert,US,33.3528,-111.789,82.98,19,1,1.01,clear sky
484,Hobyo,SO,5.3505,48.5268,80.49,74,94,20.67,overcast clouds
485,Almora,IN,29.6167,79.6667,68.74,62,4,2.57,clear sky
486,Matara,LK,5.9485,80.5353,79.54,88,100,16.69,overcast clouds
487,Labrea,BR,-7.2586,-64.7981,91.49,46,6,2.24,clear sky
488,Takapau,NZ,-40.0333,176.35,34.18,92,1,3.04,clear sky
489,Vaitape,PF,-16.5167,-151.75,80.26,68,9,8.32,clear sky
490,Ocean City,US,39.2776,-74.5746,80.19,70,12,7.0,few clouds
491,Novyye Lyady,RU,58.0536,56.6039,56.44,53,32,1.92,scattered clouds
492,Huarmey,PE,-10.0681,-78.1522,70.21,82,67,6.64,broken clouds
493,Anshan,CN,41.1236,122.99,59.43,64,100,13.42,moderate rain
494,Portland,US,45.5234,-122.6762,53.6,93,90,3.0,overcast clouds
495,Imeni Babushkina,RU,59.7573,43.1285,60.66,68,98,4.18,overcast clouds
496,Turukhansk,RU,65.8167,87.9833,37.08,88,100,10.16,overcast clouds
497,Tabuk,PH,17.4189,121.4443,79.36,79,40,5.1,scattered clouds
498,Wanning,CN,18.8003,110.3967,82.47,86,36,8.08,scattered clouds
499,Sadon,RU,42.8518,44.0037,58.55,79,87,2.46,overcast clouds
500,Babstovo,RU,48.1167,132.4833,50.49,75,95,5.39,overcast clouds
501,College,US,64.8569,-147.8028,51.78,71,75,0.0,broken clouds
502,Dalby,AU,-27.1833,151.2667,42.98,74,0,6.73,clear sky
503,Amapa,BR,1.0,-52.0,75.58,97,100,0.74,moderate rain
504,Kundiawa,PG,-6.0167,144.9667,64.11,99,100,1.66,light rain
505,Saint George,US,37.1041,-113.5841,78.35,23,1,0.0,clear sky
506,Talnakh,RU,69.4865,88.3972,19.83,92,6,5.14,clear sky
507,Tessalit,ML,20.1986,1.0114,109.18,3,3,14.94,clear sky
508,San Andres,CO,12.5847,-81.7006,84.22,74,90,12.66,overcast clouds
509,Biak,ID,-0.9131,122.8766,76.98,85,35,6.08,scattered clouds
510,Viedma,AR,-40.8135,-62.9967,66.49,49,100,26.15,moderate rain
511,Shingu,JP,33.7333,135.9833,63.91,90,100,3.78,overcast clouds
512,Crossville,US,35.949,-85.0269,75.29,70,1,3.44,clear sky
513,Konya,TR,38.1667,32.5,71.08,50,100,9.08,overcast clouds
514,Amahai,ID,-3.3333,128.9167,78.03,82,95,8.23,overcast clouds
515,Quatre Cocos,MU,-20.2078,57.7625,77.11,84,21,7.43,light rain
516,Semey,KZ,50.4111,80.2275,79.02,34,75,8.95,light rain
517,Priboj,BA,44.6028,18.9314,74.98,63,83,5.21,broken clouds
518,Westport,US,41.1415,-73.3579,78.89,67,20,1.99,few clouds
519,Telemaco Borba,BR,-24.3239,-50.6156,74.39,48,93,2.86,overcast clouds
520,Noshiro,JP,40.2039,140.0242,55.89,97,100,4.61,overcast clouds
521,Trat,TH,12.5,102.5,82.81,94,100,4.14,light rain
522,Abha,SA,18.2164,42.5053,80.42,39,0,8.66,clear sky
523,Palaikastron,GR,35.2,26.25,71.13,80,3,12.15,clear sky
524,Camacupa,AO,-12.0167,17.4833,76.01,25,0,1.07,clear sky
525,Kandrian,PG,-6.2167,149.55,77.74,87,100,9.8,light rain
526,Muzhi,RU,65.3667,64.6667,44.87,37,92,12.62,overcast clouds
527,Great Yarmouth,GB,52.6083,1.7305,60.1,80,7,7.52,clear sky
528,Praia,CV,14.9215,-23.5087,79.34,57,20,24.16,few clouds
529,Maebaru,JP,33.55,130.2,67.66,87,100,7.16,overcast clouds
530,Polyarnyye Zori,RU,67.3661,32.4981,42.51,55,82,8.21,broken clouds
531,Nantucket,US,41.2835,-70.0995,75.31,94,40,11.5,scattered clouds
532,Baracoa,CU,20.3467,-74.4958,80.28,77,61,8.43,broken clouds
533,Edelira,PY,-26.75,-55.2667,74.5,39,42,3.33,scattered clouds
534,Mitsamiouli,KM,-11.3847,43.2844,78.4,64,2,11.41,clear sky
535,Dongsheng,CN,39.8161,109.9776,55.38,21,0,16.13,clear sky
536,The Valley,AI,18.217,-63.0578,85.86,72,2,10.54,clear sky
537,Palmaner,IN,13.2,78.75,83.43,43,38,8.14,scattered clouds
538,Kirakira,SB,-10.4544,161.9205,75.51,80,79,8.41,broken clouds
539,Verkhoyansk,RU,67.5447,133.385,52.79,50,68,3.69,broken clouds
540,Lucapa,AO,-8.4192,20.7447,83.41,27,82,4.79,broken clouds
541,Goderich,CA,43.7501,-81.7165,52.12,66,73,4.61,broken clouds
542,Chara,RU,56.9064,118.2631,37.47,85,30,2.21,scattered clouds
543,Nemuro,JP,43.3236,145.575,46.11,92,100,8.75,overcast clouds
544,Sinnamary,GF,5.3833,-52.95,76.05,94,100,8.05,light rain
545,Bundaberg,AU,-24.85,152.35,57.49,51,0,3.0,clear sky
546,Pampa,US,35.5362,-100.9599,75.18,78,1,18.41,clear sky
547,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,81.68,68,38,14.97,scattered clouds
548,East Wenatchee Bench,US,47.4257,-120.2812,59.34,54,1,0.0,clear sky
549,Vila Do Maio,CV,15.1333,-23.2167,79.59,81,3,16.91,clear sky
550,Goianapolis,BR,-16.5106,-49.0239,82.62,38,1,5.7,clear sky
551,Kamenka,RU,51.3223,42.7678,72.1,56,46,5.08,scattered clouds
552,Dehui,CN,44.5333,125.7,64.71,40,99,6.49,overcast clouds
553,Banda Aceh,ID,5.5577,95.3222,82.42,72,100,10.04,overcast clouds
554,Ardahan,TR,41.1087,42.7022,62.62,56,24,4.23,few clouds
555,Ellisras,ZA,-23.6649,27.7443,73.83,18,0,6.06,clear sky
556,Bay Saint Louis,US,30.3088,-89.33,82.47,79,1,0.18,clear sky
557,Black River,JM,18.0264,-77.8487,84.97,63,3,3.85,clear sky
558,Alihe,CN,50.5667,123.7167,46.74,86,100,2.8,light rain
559,Kayerkan,RU,69.3497,87.7602,19.53,96,8,5.86,clear sky
560,Bichura,RU,50.5881,107.6022,45.12,50,7,2.55,clear sky
561,Cooma,AU,-36.2333,149.1333,31.77,93,75,8.43,broken clouds
562,Moroni,KM,-11.7022,43.2551,76.69,69,8,10.8,clear sky
563,Nashville,US,36.1659,-86.7844,77.43,83,75,4.0,broken clouds
564,Dir,PK,35.2058,71.8756,70.99,37,0,1.43,clear sky
565,Caraballeda,VE,10.6112,-66.8522,91.87,64,92,7.43,overcast clouds
566,Rotterdam,NL,51.9225,4.4792,56.89,81,90,12.66,overcast clouds
567,Ambilobe,MG,-13.2,49.05,75.79,76,71,2.95,broken clouds
568,Iskateley,RU,67.6803,53.1512,45.54,39,100,7.54,overcast clouds
569,Solton,RU,52.8429,86.4787,61.48,94,96,3.91,light rain
570,Sioux Lookout,CA,50.1001,-91.917,37.78,48,40,8.05,scattered clouds
571,Ixtapa,MX,20.7,-105.2,72.63,78,1,3.44,clear sky
572,Zheleznodorozhnyy,RU,55.7503,38.0042,70.02,65,78,1.74,broken clouds
573,Guayaramerin,BO,-10.8368,-65.3614,84.25,70,0,1.25,clear sky
574,Merrill,US,45.1805,-89.6835,42.57,77,90,5.75,overcast clouds
575,Qasigiannguit,GL,68.8193,-51.1922,57.45,36,99,27.29,overcast clouds
576,Wisconsin Rapids,US,44.3836,-89.8174,46.44,79,90,11.5,light rain
577,Raudeberg,NO,61.9875,5.1352,65.8,82,29,24.99,scattered clouds
578,Puerto El Triunfo,SV,13.2833,-88.55,101.26,52,100,0.25,overcast clouds
579,Nizhniy Kuranakh,RU,58.8353,125.4869,47.75,98,100,1.23,light rain
580,Lanzhou,CN,36.0564,103.7922,67.28,17,100,8.14,overcast clouds
581,Batagay-Alyta,RU,67.8006,130.4114,51.67,47,100,5.21,overcast clouds
582,Chipata,ZM,-13.6333,32.65,68.13,42,0,3.89,clear sky
583,Catumbela,AO,-12.4314,13.5472,83.64,53,0,5.32,clear sky
584,Santa Isabel,BR,-23.3156,-46.2214,74.66,40,47,2.59,scattered clouds
585,Teahupoo,PF,-17.8333,-149.2667,67.96,73,7,4.54,clear sky
586,Zhicheng,CN,30.2956,111.5047,72.77,59,100,4.54,light rain
587,Kingaroy,AU,-26.5333,151.8333,37.44,93,0,0.0,clear sky
588,Saint-Joseph,RE,-21.3667,55.6167,75.58,81,53,4.72,broken clouds
589,Ode,NG,7.7899,5.7117,89.74,48,52,2.13,broken clouds
590,Preobrazheniye,RU,42.9019,133.9064,48.43,97,100,1.1,heavy intensity rain
591,Lerwick,GB,60.1545,-1.1494,50.0,79,50,11.18,scattered clouds
592,Inhambane,MZ,-23.865,35.3833,76.98,53,20,8.05,few clouds
593,Richards Bay,ZA,-28.783,32.0377,72.19,59,5,12.35,clear sky
594,West Lafayette,US,40.4259,-86.9081,72.41,67,1,10.36,clear sky
595,Sobolevo,RU,54.4299,31.8996,68.11,61,63,4.43,broken clouds
596,Ereymentau,KZ,51.6199,73.1033,58.28,52,1,17.9,clear sky
597,Matadi,CD,-5.8167,13.45,90.73,43,100,3.42,overcast clouds
598,Murchison,NZ,-41.8,172.3333,40.37,96,100,2.19,overcast clouds
599,Youghal,IE,51.95,-7.8506,53.01,97,100,14.05,overcast clouds
600,Vieux-Habitants,GP,16.0589,-61.7659,85.57,73,100,11.7,overcast clouds
601,Lolodorf,CM,3.2333,10.7333,79.09,92,73,2.06,moderate rain
602,Batagay,RU,67.6333,134.6333,50.36,54,36,4.97,scattered clouds
603,Kasane,BW,-17.8167,25.15,78.89,24,0,8.05,clear sky
604,Kaduna,NG,10.5222,7.4383,95.9,24,100,2.15,overcast clouds
605,Maraa,BR,-1.8333,-65.3667,77.68,89,100,1.32,overcast clouds
606,Salmo,CA,49.1999,-117.2689,56.89,53,100,3.44,overcast clouds
607,Salisbury,GB,51.0693,-1.7957,68.34,47,40,8.05,scattered clouds
608,Furano,JP,43.2818,142.4743,47.52,96,100,3.51,moderate rain
609,Kango,GA,0.1943,10.0951,82.62,84,100,2.93,moderate rain
610,Safaga,EG,26.7292,33.9365,98.55,41,0,7.74,clear sky
611,Kyren,RU,51.6828,102.1408,49.26,66,45,2.51,scattered clouds
612,Udachnyy,RU,66.4167,112.4,50.23,65,92,10.49,overcast clouds
613,Pekalongan,ID,-6.8886,109.6753,77.02,78,16,5.55,few clouds
614,Skjervoy,NO,70.0311,20.9714,46.4,83,43,41.16,scattered clouds
615,Charters Towers,AU,-20.1,146.2667,60.84,85,4,3.76,clear sky
616,Liku,ID,-0.7275,119.8922,76.69,93,34,3.58,scattered clouds
617,Mogocha,RU,53.7333,119.7667,35.38,96,97,2.46,overcast clouds
618,Lanxi,CN,29.2195,119.477,73.85,84,100,4.0,light rain
619,Egvekinot,RU,66.3167,-179.1667,29.73,66,100,9.53,overcast clouds
620,Lyantonde,UG,-0.4031,31.1572,72.27,81,85,6.13,light rain
621,Senno,RU,59.5336,33.9167,66.25,57,100,3.69,overcast clouds
622,Islahiye,TR,37.025,36.6306,85.78,28,0,8.5,clear sky
623,Ludvika,SE,60.1496,15.1878,44.6,93,100,12.59,overcast clouds
624,Aksay,RU,47.26,39.87,79.02,45,96,11.01,overcast clouds
625,Leh,IN,34.1667,77.5833,52.66,23,0,5.44,clear sky
626,Kaputa,ZM,-8.4689,29.6619,74.68,58,0,2.57,clear sky
627,Lumberton,US,34.6182,-79.0086,88.92,43,5,4.14,clear sky
628,Sherghati,IN,24.5667,84.7833,76.62,88,100,19.13,very heavy rain
629,Blagoyevo,RU,63.3667,47.9167,38.21,97,100,4.38,overcast clouds
630,Ponoka,CA,52.6768,-113.5815,52.88,74,59,13.53,broken clouds
631,Catamarca,AR,-28.4696,-65.7852,81.59,39,65,0.6,broken clouds
632,Methoni,GR,36.8197,21.7049,85.86,73,9,18.07,clear sky
633,Shepsi,RU,44.0361,39.1489,65.17,79,22,5.23,few clouds
634,Mazatlan,MX,23.2167,-106.4167,80.91,83,20,1.99,few clouds
635,Bac Lieu,VN,9.285,105.7244,78.51,86,98,6.78,overcast clouds
636,Sainte-Maxime,FR,43.3,6.6333,79.72,63,26,2.8,scattered clouds
637,Montague,US,42.5356,-72.5351,76.01,67,4,1.01,clear sky
638,Calvia,ES,39.5657,2.5062,76.41,41,62,6.46,broken clouds
639,Geilo,NO,60.5333,8.2076,54.18,89,95,3.83,overcast clouds
640,La Tuque,CA,47.4334,-72.7824,44.85,45,1,16.11,clear sky
641,Severodvinsk,RU,64.5635,39.8302,41.11,93,100,7.38,overcast clouds
642,Nuuk,GL,64.1835,-51.7216,38.01,87,75,5.75,broken clouds
643,Kloulklubed,PW,7.0419,134.2556,79.3,78,57,13.13,broken clouds
644,Goulburn,AU,-34.75,149.7167,40.6,97,31,9.64,scattered clouds
645,Yeniseysk,RU,58.4497,92.1703,49.96,80,96,11.99,light rain
646,Songea,TZ,-10.6833,35.65,74.55,46,20,0.0,few clouds
647,Ko Samui,TH,9.5357,99.9357,82.45,75,100,16.04,overcast clouds
648,Machiques,VE,10.0644,-72.545,87.06,57,51,3.15,broken clouds
649,Mount Isa,AU,-20.7333,139.5,62.37,27,0,12.66,clear sky
650,Sawakin,SD,19.1059,37.3321,91.42,49,3,4.94,clear sky
651,Ulagan,RU,50.6321,87.9563,59.13,59,42,2.89,scattered clouds
652,Algiers,DZ,36.7525,3.042,67.82,73,75,18.63,broken clouds
653,Gizo,SB,-8.103,156.8419,77.59,93,100,9.64,heavy intensity rain
654,Ahipara,NZ,-35.1667,173.1667,52.2,78,69,7.16,broken clouds
655,Voyvozh,RU,62.892,54.9635,46.65,36,100,1.1,overcast clouds
656,Novo Oriente,BR,-5.5344,-40.7742,89.22,31,6,10.58,clear sky
657,Pareora,NZ,-44.4871,171.2132,41.18,77,100,3.38,overcast clouds
658,Faya,SA,18.3851,42.4509,80.71,32,15,4.25,few clouds
659,Wasco,US,35.5941,-119.341,76.14,32,0,3.76,clear sky
660,Moron,AR,-34.6534,-58.6198,68.02,59,11,5.01,few clouds
661,Paita,PE,-5.0892,-81.1144,70.36,80,13,10.36,few clouds
662,Taranagar,IN,28.6709,75.0351,103.5,10,0,5.55,clear sky
663,Mailsi,PK,29.8003,72.1758,104.79,8,0,3.8,clear sky
664,Newport,GB,51.5877,-2.9984,68.68,48,60,5.3,broken clouds
665,Port Augusta,AU,-32.5,137.7667,47.71,80,93,6.44,overcast clouds
666,Midland,US,31.9974,-102.0779,80.47,76,75,16.11,broken clouds
667,Xiaoweizhai,CN,26.1903,107.5125,68.32,92,100,0.02,overcast clouds
668,Telimele,GN,10.9167,-13.3333,95.77,38,28,4.05,scattered clouds
669,Umm Lajj,SA,25.0213,37.2685,89.58,49,96,16.93,overcast clouds
670,Osa,RU,57.2829,55.4567,58.71,61,9,4.63,clear sky
671,Malanje,AO,-9.5402,16.341,82.78,74,75,4.61,broken clouds
672,Mantua,IT,45.1667,10.7833,81.09,48,20,5.01,few clouds
673,Windhoek,NA,-22.5594,17.0832,75.69,22,0,3.44,clear sky
