City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
292,La Ronge,CA,2021-05-22 17:07:27,55.1001,-105.2842,44.31,45,18,5.23
293,Half Moon Bay,US,2021-05-22 17:07:28,37.4636,-122.4286,68.61,80,20,1.01
294,Tukums,LV,2021-05-22 17:07:28,56.9669,23.1553,61.95,66,97,2.04
295,Ocos,GT,2021-05-22 17:07:28,14.5094,-92.1933,91.72,74,0,5.06
296,Santa Rosa,PH,2021-05-22 17:02:37,14.3122,121.1114,84.11,82,66,0.89
297,Conde,BR,2021-05-22 17:07:28,-7.2597,-34.9075,83.66,62,20,13.35
298,Port Hedland,AU,2021-05-22 17:07:29,-20.3167,118.5667,66.25,59,0,6.91
299,Vanimo,PG,2021-05-22 17:07:29,-2.6741,141.3028,79.05,85,100,4.61
300,Pangody,RU,2021-05-22 17:07:29,65.85,74.4859,67.32,50,55,10.27
301,Saint-Augustin,CA,2021-05-22 17:07:29,51.226,-58.6502,40.84,93,100,13.87
302,Meridian,US,2021-05-22 17:03:24,43.6121,-116.3915,52.14,87,90,1.01
303,Verkhnyaya Inta,RU,2021-05-22 17:07:30,65.9811,60.3094,63.81,52,92,16.69
304,Bardiyah,LY,2021-05-22 17:07:30,31.7561,25.0865,68.68,59,0,10.56
305,Ormara,PK,2021-05-22 17:07:30,25.2088,64.6357,84.7,77,0,14.41
306,Paralimni,CY,2021-05-22 17:07:30,35.0375,33.9833,76.08,82,2,4.0
307,Imeni Babushkina,RU,2021-05-22 17:07:31,59.7573,43.1285,55.8,58,6,7.29
308,Airai,TL,2021-05-22 17:07:31,-8.9266,125.4092,57.07,82,86,1.5
309,Grande Prairie,CA,2021-05-22 17:07:31,55.1667,-118.8027,59.2,38,81,5.86
310,Muros,ES,2021-05-22 17:07:31,42.7762,-9.0603,64.99,63,50,9.31
311,Darnah,LY,2021-05-22 17:07:31,32.767,22.6367,66.18,70,1,11.36
312,Sinaloa,MX,2021-05-22 17:07:32,25.0,-107.5,85.1,59,17,5.01
313,Provideniya,RU,2021-05-22 17:07:32,64.3833,-173.3,34.32,87,31,2.28
314,Atar,MR,2021-05-22 17:07:32,20.5169,-13.0499,104.65,11,27,14.47
315,Fatsa,TR,2021-05-22 17:07:33,41.0278,37.5014,60.6,95,100,4.16
316,Luebo,CD,2021-05-22 17:07:33,-5.35,21.4167,77.49,57,78,1.54
317,Matay,EG,2021-05-22 17:07:33,28.419,30.7792,81.66,24,0,20.94
318,Ambon,ID,2021-05-22 17:07:33,-3.6954,128.1814,77.14,86,40,9.6
319,Narsaq,GL,2021-05-22 17:03:10,60.9167,-46.05,46.62,62,36,6.71
320,Borogontsy,RU,2021-05-22 17:07:33,62.6683,131.1683,33.66,62,5,6.11
321,Afyonkarahisar,TR,2021-05-22 17:07:34,38.75,30.6667,51.8,63,63,9.37
322,Pala,TD,2021-05-22 17:07:34,9.3642,14.9046,89.2,40,87,1.99
323,Omaruru,NA,2021-05-22 17:07:34,-21.4333,15.9333,68.97,30,0,9.01
324,Huallanca,PE,2021-05-22 17:07:35,-9.8993,-76.9417,57.83,49,8,7.54
325,Marsa Matruh,EG,2021-05-22 17:07:35,31.3525,27.2453,68.7,62,0,15.23
326,Quesnel,CA,2021-05-22 17:03:28,52.9999,-122.5029,62.1,33,44,3.76
327,Pampierstad,ZA,2021-05-22 17:07:35,-27.7832,24.6877,51.85,27,0,5.99
328,Vila,PT,2021-05-22 17:07:35,42.0304,-8.1588,54.73,51,96,7.83
329,Khani,GE,2021-05-22 17:07:36,41.9563,42.9566,53.17,99,100,2.48
330,Kavaratti,IN,2021-05-22 17:07:36,10.5669,72.642,83.08,73,46,6.31
331,Naryan-Mar,RU,2021-05-22 17:07:36,67.6713,53.087,54.88,57,94,16.17
332,Salitral,PE,2021-05-22 17:07:36,-4.8572,-80.6811,81.34,50,13,8.19
333,Isangel,VU,2021-05-22 17:07:37,-19.55,169.2667,71.37,79,60,9.04
334,Dali,CN,2021-05-22 17:07:37,25.7,100.1833,62.98,84,9,5.7
335,Varena,LT,2021-05-22 17:07:37,54.2167,24.5667,54.25,98,100,4.9
336,Okitipupa,NG,2021-05-22 17:07:37,6.5047,4.7839,79.38,83,100,5.01
337,Shache,CN,2021-05-22 17:07:38,38.4167,77.2406,71.56,25,100,8.19
338,Karoi,ZW,2021-05-22 17:07:38,-16.8099,29.6925,60.67,58,0,4.74
339,Waverly,US,2021-05-22 17:07:38,42.7392,-84.6208,82.89,51,40,6.91
340,Rovaniemi,FI,2021-05-22 17:07:38,66.5,25.7167,38.61,75,90,13.8
341,Xichang,CN,2021-05-22 17:07:39,27.8964,102.2634,72.19,73,95,5.46
342,Qui Nhon,VN,2021-05-22 17:07:39,13.7667,109.2333,79.95,86,91,5.91
343,Chegutu,ZW,2021-05-22 17:07:39,-18.1302,30.1407,65.66,33,0,11.56
344,Mananara,MG,2021-05-22 17:07:17,-16.1667,49.7667,69.87,92,37,6.62
345,Cabedelo,BR,2021-05-22 17:07:39,-6.9811,-34.8339,84.87,67,51,14.32
346,Victor Harbor,AU,2021-05-22 17:07:40,-35.5667,138.6167,64.9,48,90,8.05
347,Jerome,US,2021-05-22 17:07:40,42.7241,-114.5186,57.83,46,20,12.66
348,Thinadhoo,MV,2021-05-22 17:07:40,0.5333,72.9333,84.88,70,9,12.39
349,Nelson Bay,AU,2021-05-22 17:07:40,-32.7167,152.15,54.68,89,15,8.66
350,Merauke,ID,2021-05-22 17:07:41,-8.4667,140.3333,77.63,88,100,15.03
351,Reisterstown,US,2021-05-22 17:07:41,39.4696,-76.8294,87.24,44,100,3.0
352,Bereda,ES,2021-05-22 17:07:41,43.2686,-7.5406,64.42,44,79,6.87
353,Broken Hill,AU,2021-05-22 17:07:41,-31.95,141.4333,54.25,52,1,6.89
354,Margate,GB,2021-05-22 17:07:41,51.3813,1.3862,56.03,66,100,1.99
355,Kirakira,SB,2021-05-22 17:07:42,-10.4544,161.9205,79.18,87,81,8.3
356,Vertou,FR,2021-05-22 17:07:42,47.1687,-1.4693,60.06,57,75,17.0
357,Yaan,NG,2021-05-22 17:07:42,7.3833,8.5667,85.32,61,95,10.38
358,Valkeala,FI,2021-05-22 17:07:42,60.9401,26.7979,57.31,76,75,2.3
359,Rudsar,IR,2021-05-22 17:07:14,37.1376,50.288,75.72,68,55,3.24
360,Kyra,RU,2021-05-22 17:07:43,49.5776,111.9753,36.54,89,100,14.05
361,Saint Anthony,US,2021-05-22 17:07:43,45.0205,-93.218,80.65,71,20,3.0
362,Bengkulu,ID,2021-05-22 17:07:43,-3.8004,102.2655,76.68,84,100,3.51
363,Pemangkat,ID,2021-05-22 17:07:43,1.1667,108.9667,81.66,79,100,7.45
364,Pafos,CY,2021-05-22 17:06:20,34.7667,32.4167,69.71,68,20,16.11
365,Pokhara,NP,2021-05-22 17:07:44,28.2333,83.9833,73.69,61,16,5.39
366,Kilakarai,IN,2021-05-22 17:07:44,9.2333,78.7833,85.6,68,100,16.49
367,Grand-Santi,GF,2021-05-22 17:07:44,4.25,-54.3833,82.35,85,80,4.52
368,Del Rio,US,2021-05-22 17:07:44,29.3627,-100.8968,87.91,48,40,10.36
369,Olafsvik,IS,2021-05-22 17:07:45,64.8945,-23.7142,43.0,59,17,11.25
370,Raudeberg,NO,2021-05-22 17:07:45,61.9875,5.1352,54.27,84,16,4.34
371,Cabildo,AR,2021-05-22 17:07:45,-38.4842,-61.8954,51.24,88,100,8.88
372,Yumen,CN,2021-05-22 17:07:45,40.2833,97.2,50.45,23,0,8.59
373,Esna,EG,2021-05-22 17:07:46,25.2934,32.554,88.86,15,0,17.34
374,Grindavik,IS,2021-05-22 17:07:46,63.8424,-22.4338,46.56,66,75,17.31
375,Sampit,ID,2021-05-22 17:07:46,-2.5333,112.95,74.64,93,88,1.92
376,Ler,SS,2021-05-22 17:07:46,8.3018,30.1418,90.54,38,86,5.19
377,Adrar,MR,2021-05-22 17:07:47,20.5022,-10.0711,106.83,9,5,4.92
378,Aloleng,PH,2021-05-22 17:07:47,16.1307,119.7824,82.09,81,71,6.51
379,Berdigestyakh,RU,2021-05-22 17:07:47,62.0989,126.6992,33.49,75,5,3.44
380,Khandyga,RU,2021-05-22 17:07:47,62.6667,135.6,34.16,88,26,0.76
381,San Cristobal,VE,2021-05-22 17:07:47,7.7669,-72.225,82.58,77,98,6.91
382,Maceio,BR,2021-05-22 17:07:48,-9.6658,-35.7353,83.64,60,75,9.6
383,Polyanka,UA,2021-05-22 17:07:48,50.2584,27.6881,60.57,72,98,10.67
384,Saint-Joseph,RE,2021-05-22 17:07:48,-21.3667,55.6167,73.78,67,77,12.62
385,Pontes E Lacerda,BR,2021-05-22 17:07:48,-15.2261,-59.3353,92.41,41,100,7.47
386,Dandong,CN,2021-05-22 17:07:49,40.1292,124.3947,56.17,88,19,4.88
387,San Jose,US,2021-05-22 17:06:19,37.3394,-121.895,68.58,55,20,1.01
388,Khorixas,NA,2021-05-22 17:07:49,-20.3667,14.9667,76.55,23,0,8.84
389,Vernon,CA,2021-05-22 17:07:49,50.2581,-119.2691,64.62,31,1,1.01
390,Cibitoke,BI,2021-05-22 17:07:49,-2.8833,29.25,63.37,89,56,4.05
391,Dangtu,CN,2021-05-22 17:07:50,31.5723,118.4928,66.36,77,83,9.84
392,Tungi,BD,2021-05-22 17:07:50,23.89,90.4058,91.4,58,36,6.91
393,Karratha,AU,2021-05-22 17:07:50,-20.7377,116.8463,72.5,50,0,7.54
394,Mocuba,MZ,2021-05-22 17:07:51,-16.8392,36.9856,71.98,62,91,5.46
395,Inverell,AU,2021-05-22 17:05:49,-29.7833,151.1167,46.17,81,1,1.99
396,Samarai,PG,2021-05-22 17:07:51,-10.6167,150.6667,79.03,77,100,18.32
397,Gravelbourg,CA,2021-05-22 17:07:51,49.8834,-106.5512,39.07,78,100,3.85
398,Lavrentiya,RU,2021-05-22 17:07:51,65.5833,-171.0,26.74,87,16,4.74
399,Petropavlovsk-Kamchatskiy,RU,2021-05-22 17:07:52,53.0452,158.6483,40.62,70,52,7.52
400,El Dorado,US,2021-05-22 17:07:52,38.7666,-120.5177,58.68,57,100,3.0
401,Batagay,RU,2021-05-22 17:07:52,67.6333,134.6333,29.66,73,13,4.56
402,Alice Springs,AU,2021-05-22 17:07:52,-23.7,133.8833,47.75,46,51,6.53
403,Port-Gentil,GA,2021-05-22 17:07:53,-0.7193,8.7815,77.52,88,100,11.95
404,Somerset West,ZA,2021-05-22 17:07:53,-34.084,18.8211,55.08,72,71,3.0
405,Port Lincoln,AU,2021-05-22 17:07:53,-34.7333,135.8667,61.74,37,99,8.34
406,Havelock,US,2021-05-22 17:07:53,34.8791,-76.9013,83.98,41,80,1.01
407,Orange Cove,US,2021-05-22 17:07:53,36.6244,-119.3137,68.61,23,87,3.76
408,Alamos,MX,2021-05-22 17:07:54,27.0167,-108.9333,83.71,38,57,6.73
409,Domoni,KM,2021-05-22 17:07:54,-12.2569,44.5319,78.53,71,75,12.82
410,Sao Filipe,CV,2021-05-22 17:07:54,14.8961,-24.4956,73.4,78,5,8.77
411,Paita,PE,2021-05-22 17:07:54,-5.0892,-81.1144,77.56,69,3,13.6
412,Popondetta,PG,2021-05-22 17:07:55,-8.7537,148.2534,73.71,98,100,2.3
413,Lagos,NG,2021-05-22 17:06:08,6.5833,3.75,82.62,77,100,8.61
414,Zhigansk,RU,2021-05-22 17:07:55,66.7697,123.3711,33.35,63,65,5.08
415,Wagar,SD,2021-05-22 17:07:55,16.1525,36.2032,102.99,8,2,7.58
416,Bilibino,RU,2021-05-22 17:07:55,68.0546,166.4372,27.48,96,99,3.42
417,Tabuk,PH,2021-05-22 17:07:56,17.4189,121.4443,75.47,90,24,3.0
418,Roald,NO,2021-05-22 17:07:56,62.5833,6.1333,64.45,67,20,11.5
419,Fare,PF,2021-05-22 17:07:56,-16.7,-151.0167,80.89,75,8,14.45
420,Necochea,AR,2021-05-22 17:03:52,-38.5473,-58.7368,56.03,82,100,22.82
421,Saint-Francois,FR,2021-05-22 17:07:56,46.4154,3.9054,54.68,76,0,6.91
422,Aitape,PG,2021-05-22 17:07:57,-3.1374,142.3475,78.84,88,100,3.85
423,Ulladulla,AU,2021-05-22 17:07:57,-35.35,150.4667,50.09,90,3,4.41
424,Borovskoy,KZ,2021-05-22 17:07:57,53.8,64.15,74.03,41,57,2.71
425,Casper,US,2021-05-22 17:07:57,42.8666,-106.3131,46.72,76,90,7.0
426,Erdenet,MN,2021-05-22 17:07:57,49.0333,104.0833,28.9,76,51,3.89
427,Maku,IR,2021-05-22 17:07:58,39.2911,44.4521,63.37,64,86,3.51
428,Kutum,SD,2021-05-22 17:07:58,14.2,24.6667,86.56,10,1,11.63
429,North Platte,US,2021-05-22 17:07:16,41.1239,-100.7654,71.49,81,90,1.01
430,Ilulissat,GL,2021-05-22 17:07:58,69.2167,-51.1,28.42,74,75,6.91
431,Brae,GB,2021-05-22 17:07:58,60.3964,-1.353,48.11,74,100,14.29
432,Lima,PE,2021-05-22 17:07:59,-12.0432,-77.0282,65.14,77,90,10.36
433,Burnie,AU,2021-05-22 17:08:00,-41.0667,145.9167,49.95,87,93,4.18
434,Suba,PH,2021-05-22 17:08:00,10.8438,121.0102,83.79,71,48,2.68
435,Itarema,BR,2021-05-22 17:08:00,-2.9248,-39.9167,85.46,62,92,13.58
436,Pundaguitan,PH,2021-05-22 17:08:00,6.3711,126.1689,82.02,75,73,2.75
437,Bijela,BA,2021-05-22 17:08:00,43.6086,17.9519,68.65,64,99,6.35
438,Namibe,AO,2021-05-22 17:08:01,-15.1961,12.1522,74.43,72,0,7.31
439,Kantunilkin,MX,2021-05-22 17:08:01,21.0917,-87.45,79.95,96,100,5.82
440,Bambanglipuro,ID,2021-05-22 17:08:01,-7.95,110.2833,76.8,89,99,3.78
441,Nemuro,JP,2021-05-22 17:08:02,43.3236,145.575,41.77,98,100,18.12
442,Toppenish,US,2021-05-22 17:08:02,46.3774,-120.3087,68.02,38,93,3.4
443,Sorland,NO,2021-05-22 17:08:02,67.667,12.6934,43.79,75,100,16.24
444,Tiksi,RU,2021-05-22 17:08:02,71.6872,128.8694,16.95,93,73,5.57
445,Abu Dhabi,AE,2021-05-22 17:06:39,24.4667,54.3667,93.31,69,0,8.41
446,Shimoda,JP,2021-05-22 17:08:02,34.6667,138.95,67.1,85,71,15.19
447,Tashtagol,RU,2021-05-22 17:08:03,52.7657,87.8894,43.34,99,100,3.38
448,Bonnyville,CA,2021-05-22 17:08:03,54.2668,-110.735,51.87,39,3,7.02
449,Nenjiang,CN,2021-05-22 17:08:03,49.1833,125.2167,59.85,77,99,9.33
450,San Juan Pueblo,HN,2021-05-22 17:08:04,15.5833,-87.2333,84.96,70,85,5.77
451,Harstad,NO,2021-05-22 17:08:04,68.799,16.5293,42.58,100,100,10.0
452,Hervey Bay,AU,2021-05-22 17:08:04,-25.2986,152.8535,64.04,92,27,1.01
453,Birin,NP,2021-05-22 17:08:04,26.8865,88.0718,66.52,73,48,3.36
454,Farafangana,MG,2021-05-22 17:08:05,-22.8167,47.8333,71.02,75,86,6.98
455,Srandakan,ID,2021-05-22 17:08:05,-7.9386,110.2506,77.0,89,100,3.85
456,Tamandare,BR,2021-05-22 17:08:05,-8.7597,-35.1047,82.47,58,88,8.68
457,Lorengau,PG,2021-05-22 17:08:05,-2.0226,147.2712,80.89,81,96,5.26
458,Coihaique,CL,2021-05-22 17:08:06,-45.5752,-72.0662,52.41,71,75,0.0
459,Tautira,PF,2021-05-22 17:08:06,-17.7333,-149.15,75.22,76,71,15.39
460,Manggar,ID,2021-05-22 17:08:06,-2.8833,108.2667,80.2,79,100,2.68
461,Solton,RU,2021-05-22 17:08:06,52.8429,86.4787,45.55,97,100,6.78
462,Bonanza,NI,2021-05-22 17:08:07,14.0289,-84.591,89.37,48,80,7.14
463,Maneadero,MX,2021-05-22 17:07:41,31.7167,-116.5667,66.18,64,26,1.99
464,Valleyview,CA,2021-05-22 17:04:30,55.0667,-117.2859,56.07,50,43,13.02
465,Fakel,RU,2021-05-22 17:08:07,57.6325,53.0252,56.77,97,99,5.86
466,Mandalgovi,MN,2021-05-22 17:08:07,45.7625,106.2708,33.51,68,43,15.43
467,Varhaug,NO,2021-05-22 17:08:08,58.6147,5.6457,51.48,89,97,1.59
468,Makueni,KE,2021-05-22 17:08:08,-1.8041,37.6203,65.86,77,50,2.46
469,Navrongo,GH,2021-05-22 17:08:08,10.8956,-1.0921,102.99,23,57,4.99
470,High Level,CA,2021-05-22 17:08:08,58.5169,-117.136,60.13,37,100,9.28
471,Teguise,ES,2021-05-22 17:08:08,29.0605,-13.564,71.82,82,20,29.24
472,Jiangyou,CN,2021-05-22 17:08:09,31.7667,104.7167,65.86,86,100,2.93
473,Camacha,PT,2021-05-22 17:08:09,33.0833,-16.3333,65.62,68,40,17.27
474,Santa Cruz,BO,2021-05-22 17:07:02,-17.8,-63.1667,67.46,62,90,8.57
475,Kitimat,CA,2021-05-22 17:08:09,54.0524,-128.6534,50.92,84,100,1.1
476,Benjamin Hill,MX,2021-05-22 17:08:09,30.1667,-111.1,80.17,29,0,18.59
477,Ampanihy,MG,2021-05-22 17:08:10,-24.7,44.75,66.25,68,84,8.08
478,Rexburg,US,2021-05-22 17:04:14,43.826,-111.7897,56.46,54,75,3.44
479,Rapid Valley,US,2021-05-22 17:08:10,44.0625,-103.1463,53.2,77,90,5.01
480,Valparaiso,CL,2021-05-22 17:08:10,-33.0393,-71.6273,68.23,39,0,13.8
481,Vanderhoof,CA,2021-05-22 17:08:10,54.0166,-124.0198,61.34,41,95,5.53
482,Yamada,JP,2021-05-22 17:08:10,39.4667,141.95,53.11,98,100,3.42
483,Wanning,CN,2021-05-22 17:08:11,18.8003,110.3967,81.34,92,71,7.16
484,Halifax,CA,2021-05-22 17:07:54,44.6453,-63.5724,58.89,80,100,4.0
485,Severo-Kurilsk,RU,2021-05-22 17:08:11,50.6789,156.125,40.03,75,28,7.65
486,Roma,US,2021-05-22 17:08:11,43.2128,-75.4557,82.4,59,1,8.05
487,Leningradskiy,RU,2021-05-22 17:08:12,69.3833,178.4167,30.29,97,100,10.29
488,Parnamirim,BR,2021-05-22 17:08:12,-5.9156,-35.2628,86.34,52,17,13.02
489,Marrakesh,MA,2021-05-22 17:08:12,31.6315,-8.0083,89.67,31,75,9.22
490,Mastung,PK,2021-05-22 17:08:12,29.7994,66.845,72.28,11,0,4.85
491,Fort Nelson,CA,2021-05-22 17:08:12,58.8053,-122.7002,62.64,36,73,4.07
492,Krasnogorsk,RU,2021-05-22 17:08:13,55.8225,37.3181,66.45,60,0,8.86
493,The Valley,AI,2021-05-22 17:08:13,18.217,-63.0578,87.66,70,20,16.11
494,Makat,KZ,2021-05-22 17:08:13,47.6469,53.3463,89.13,15,7,16.89
495,San Ignacio,BZ,2021-05-22 17:08:14,17.1561,-89.0714,91.63,48,86,7.09
496,Katangli,RU,2021-05-22 17:08:14,51.7102,143.2326,34.3,98,87,5.19
497,Fortaleza,BR,2021-05-22 17:07:36,-3.7227,-38.5247,86.13,62,20,19.57
498,Portland,US,2021-05-22 16:59:03,45.5234,-122.6762,57.42,81,83,1.99
499,Port Blair,IN,2021-05-22 17:03:22,11.6667,92.75,81.28,81,100,14.81
500,Stockelsdorf,DE,2021-05-22 17:08:14,53.8905,10.6258,56.32,92,40,16.84
501,Puerto Escondido,MX,2021-05-22 17:08:14,15.85,-97.0667,90.43,70,1,6.91
502,Copiapo,CL,2021-05-22 17:08:15,-27.3667,-70.3333,65.89,15,3,5.21
503,Kamenka,RU,2021-05-22 17:08:15,51.3223,42.7678,61.84,79,100,12.84
504,Faya,SA,2021-05-22 17:08:15,18.3851,42.4509,70.32,52,3,7.4
505,Awbari,LY,2021-05-22 17:08:15,26.5921,12.7805,100.76,6,0,11.25
506,Pavilosta,LV,2021-05-22 17:08:16,56.8879,21.1859,57.15,75,56,5.28
507,Kidal,ML,2021-05-22 17:08:16,18.4411,1.4078,104.34,14,46,2.26
508,Jaque,PA,2021-05-22 17:08:16,7.5175,-78.1703,82.87,81,100,6.73
509,Ayr,GB,2021-05-22 17:04:04,55.4627,-4.6339,55.92,54,20,16.11
510,Katsuura,JP,2021-05-22 17:08:16,35.1333,140.3,65.19,88,95,14.18
511,San Francisco,US,2021-05-22 17:07:38,37.7749,-122.4194,69.67,72,40,1.99
512,Takoradi,GH,2021-05-22 17:07:14,4.8845,-1.7554,82.96,74,85,10.69
513,Labuhan,ID,2021-05-22 17:08:17,-6.8844,112.2051,78.35,85,23,3.96
514,Simao,CN,2021-05-22 17:08:17,22.7886,100.9748,70.09,70,19,3.04
515,Tazovskiy,RU,2021-05-22 17:08:17,67.4667,78.7,37.62,94,44,14.34
516,Seoul,KR,2021-05-22 16:59:54,37.5683,126.9778,58.44,68,1,2.59
517,Paamiut,GL,2021-05-22 17:08:18,61.994,-49.6678,32.4,60,100,12.5
518,Geraldton,AU,2021-05-22 17:08:18,-28.7667,114.6,64.81,71,90,13.94
519,Stonewall,CA,2021-05-22 17:08:12,50.1344,-97.3268,42.03,88,100,11.97
520,Mionica,BA,2021-05-22 17:08:18,44.8672,18.4631,66.88,69,100,2.24
521,Tessalit,ML,2021-05-22 17:08:18,20.1986,1.0114,104.97,11,43,7.27
522,Russell,US,2021-05-22 17:08:19,32.3502,-85.1999,83.91,39,75,9.4
523,Talnakh,RU,2021-05-22 17:08:19,69.4865,88.3972,34.77,97,100,8.63
524,Anito,PH,2021-05-22 17:08:19,12.4497,125.2886,77.04,90,10,0.96
525,Daru,PG,2021-05-22 17:08:19,-9.0763,143.2092,77.72,87,92,17.72
526,Trinidad,BO,2021-05-22 17:06:41,-14.8333,-64.9,86.54,62,94,7.02
527,Yima,CN,2021-05-22 17:05:08,34.7381,111.8839,61.18,74,100,19.13
528,Whitehorse,CA,2021-05-22 17:08:20,60.7161,-135.0538,49.01,55,42,13.0
529,Jadu,LY,2021-05-22 17:08:20,31.953,12.0261,91.92,15,0,9.08
530,Xian,CN,2021-05-22 17:08:20,34.2583,108.9286,53.64,92,100,14.79
531,Terrace,CA,2021-05-22 17:08:20,54.5163,-128.6035,50.43,92,100,0.6
532,Kulhudhuffushi,MV,2021-05-22 17:08:21,6.6221,73.07,83.41,79,99,19.93
533,Ust-Nera,RU,2021-05-22 17:08:21,64.5667,143.2,37.81,94,100,2.86
534,Tacoma,US,2021-05-22 17:05:50,47.2529,-122.4443,53.55,66,90,4.03
535,Yerbogachen,RU,2021-05-22 17:08:21,61.2767,108.0108,39.7,64,52,1.79
536,Dawei,MM,2021-05-22 17:08:21,14.0833,98.2,77.47,92,94,6.58
537,Gat,IL,2021-05-22 17:08:22,31.61,34.7642,71.82,70,2,8.5
538,Baoning,CN,2021-05-22 17:08:22,25.3378,110.026,77.41,95,99,1.72
539,Yuanping,CN,2021-05-22 17:08:22,38.7153,112.7575,55.85,58,100,11.3
540,Camargo,MX,2021-05-22 17:08:23,27.6667,-105.1667,88.99,18,46,15.66
541,Ginir,ET,2021-05-22 17:08:23,7.1333,40.7,60.31,87,76,4.59
542,Gold Coast,AU,2021-05-22 17:08:23,-28.0,153.4333,62.67,84,75,4.0
543,Kudahuvadhoo,MV,2021-05-22 17:08:23,2.6708,72.8944,83.93,75,19,13.96
